# vostok matching ledger - generated by vostok.ledger.store. DO NOT hand-edit.
#   one row per target function; the derived roster is rebuilt from report.json
#
#   cur    fuzzy % in this build (noisy under LTCG/ICF)
#   max    peak for THIS source body (`hash`); resets only when `hash` changes.
#          Campaign goal: drive every max to 100.
#   hist   all-time peak; NEVER resets. hist > max = we had it better once.
#   tries  matcher dispatches that included this function (high = hard to match).
#          It moves ONLY when someone runs `vostok ledger tried` - a build that
#          changes the body does NOT bump it.
#   hash   12 hex chars of the function's own source body. Module/TU context is
#          deliberately excluded - it is diagnosis, not a gate.
#   cls    MATCH (statements identical) | SIZE (same count+geometry, bytes
#          differ) | QUANTITY (counts differ) | SPLIT (counts equal, unpairable)
#   status done (max>=100) | inprogress | blocked (something missing) |
#          parked (failed to raise it further)
mangled	unit	module	status	cls	cur	max	hist	tries	size	flags	hash	note
?Reset@MeshCache@D3D1x@Render@Scaleform@@QAEXXZ	vostok/scaleform/sources/d3d1x_meshcache.cpp	scaleform	done	MATCH	100	100	100	1	141	f	1697d49f009e	"d3d1x wrapper IS compiled in this build: vostok/scaleform/sources/d3d1x_*.cpp carries ExcludedFromBuild only in the 9 non-gold configs - Master Gold|Win32 builds it (binaries/ninja/scaleform.ninja lists all six d3d1x objs) and both sides delink real per-function structures. The earlier ""ExcludedFromBuild (all configs) / D3D1x symbols supplied by render_engine_pc_dx11 objs / dummy-paired via the delinker C:\w prefix"" claim is disproven (2026-08-16): render_engine_pc_dx11.vcproj has no D3D1x_*.cpp entry and the only such .obj on disk is a stale 2026-06-21 artifact in neither the ninja graph nor the lib."
?Reset@MeshStagingBuffer@Render@Scaleform@@QAEXXZ	src/render/render_meshcache.cpp	gfx	inprogress	SIZE	87	87	87	0	96	f	b4be5238f1d3	
?Reset@RenderBufferManager@RBGenericImpl@Render@Scaleform@@UAEXXZ	src/render/render_buffergeneric.cpp	gfx	inprogress	SIZE	66.1111	66.1111	66.1111	0	48	f	65827c51d48a	
?Reset@ShaderManager@D3D1x@Render@Scaleform@@QAEXXZ	vostok/scaleform/sources/d3d1x_shader.cpp	scaleform	done	MATCH	100	100	100	1	176	f	4ee6caaaed1f	"d3d1x wrapper IS compiled in this build: vostok/scaleform/sources/d3d1x_*.cpp carries ExcludedFromBuild only in the 9 non-gold configs - Master Gold|Win32 builds it (binaries/ninja/scaleform.ninja lists all six d3d1x objs) and both sides delink real per-function structures. The earlier ""ExcludedFromBuild (all configs) / D3D1x symbols supplied by render_engine_pc_dx11 objs / dummy-paired via the delinker C:\w prefix"" claim is disproven (2026-08-16): render_engine_pc_dx11.vcproj has no D3D1x_*.cpp entry and the only such .obj on disk is a stale 2026-06-21 artifact in neither the ninja graph nor the lib."
?Reset@Style@Text@Render@Scaleform@@QAEXXZ	src/render/text/text_styledtext.cpp	gfx	done	MATCH	100	100	100	0	180	f	03ccc508b0cd	
?Reset@TextureManager@D3D1x@Render@Scaleform@@QAEXXZ	vostok/scaleform/sources/d3d1x_texture.cpp	scaleform	done	MATCH	100	100	100	1	162	f	dd6ce84d2b3a	"d3d1x wrapper IS compiled in this build: vostok/scaleform/sources/d3d1x_*.cpp carries ExcludedFromBuild only in the 9 non-gold configs - Master Gold|Win32 builds it (binaries/ninja/scaleform.ninja lists all six d3d1x objs) and both sides delink real per-function structures. The earlier ""ExcludedFromBuild (all configs) / D3D1x symbols supplied by render_engine_pc_dx11 objs / dummy-paired via the delinker C:\w prefix"" claim is disproven (2026-08-16): render_engine_pc_dx11.vcproj has no D3D1x_*.cpp entry and the only such .obj on disk is a stale 2026-06-21 artifact in neither the ninja graph nor the lib."
?Reset@ZLibFileImpl@GFx@Scaleform@@QAEXXZ	src/gfx/gfx_zlibfile.cpp	gfx	done	MATCH	100	100	100	0	81	f	0125fbf652bf	
?ResetAltProto@SuperObject@AS2@GFx@Scaleform@@QAEXXZ	src/gfx/as2/as2_objectproto.h	gfx	done	MATCH	100	100	100	0	152	f	88b9c7983bee	
?ResetBlink@EditorKit@Text@GFx@Scaleform@@QAEX_N0@Z	src/gfx/text/text_editorkit.cpp	gfx	done	MATCH	100	100	100	0	80	f	0a25c6b655f9	
?ResetBlink@TextField@GFx@Scaleform@@QAEX_N0@Z	src/gfx/gfx_textfield.cpp	gfx	done	MATCH	100	100	100	0	75	f	375efd906b81	
?ResetClipDepth@DisplayObject@GFx@Scaleform@@IAEXXZ	src/gfx/gfx_displayobject.cpp	gfx	done	MATCH	100	100	100	0	93	f	1ec16c1ea304	
?ResetContent@Loader@fl_display@Instances@AS3@GFx@Scaleform@@QAEXXZ	src/gfx/as3/obj/display/as3_obj_display_loader.cpp	gfx	done	MATCH	100	100	100	0	57	f	eff185afabd2	
?ResetEvent@Event@Scaleform@@QAEXXZ	src/kernel/sf_threads.cpp	gfx	done	MATCH	100	100	100	0	31	f	5ec5b113656e	
?ResetFocusForChar@MovieImpl@GFx@Scaleform@@QAEXPAVInteractiveObject@23@@Z	src/gfx/gfx_playerimpl.cpp	gfx	done	MATCH	100	100	100	0	367	f	a18d66eadc21	
?ResetFocusStates@MovieImpl@GFx@Scaleform@@QAEXXZ	src/gfx/gfx_playerimpl.cpp	gfx	done	MATCH	100	100	100	0	222	f	9d82896cf92f	
?ResetInputFocus@MovieImpl@GFx@Scaleform@@UAEXI@Z	src/gfx/gfx_playerimpl.cpp	gfx	done	MATCH	100	100	100	0	17	f	7670dbeade50	
?ResetState@KeyboardState@GFx@Scaleform@@QAEXXZ	src/gfx/gfx_event.cpp	gfx	done	MATCH	100	100	100	0	117	f	7bd750f2c815	
?ResetState@MouseState@GFx@Scaleform@@QAEXXZ	src/gfx/gfx_input.cpp	gfx	done	MATCH	100	100	100	0	34	f	3a3b7b4b4f4f	
?ResetTabableArrays@MovieImpl@GFx@Scaleform@@QAEXXZ	src/gfx/gfx_playerimpl.cpp	gfx	done	MATCH	100	100	100	0	186	f	c164099d60a0	
?ResetTo@GlyphInserter@LineBuffer@Text@Render@Scaleform@@QAEXABV12345@@Z	src/render/text/text_linebuffer.cpp	gfx	done	MATCH	100	100	100	0	87	f	54b1b790e9ea	
?ResetViewportMatrix@MovieImpl@GFx@Scaleform@@QAEXXZ	src/gfx/gfx_playerimpl.cpp	gfx	done	MATCH	100	100	100	0	275		8974c028ee79	
?Resize@?$ArrayBase@U?$ArrayData@DU?$AllocatorGH@D$01@Scaleform@@UArrayDefaultPolicy@2@@Scaleform@@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	68	f	2d046788bd2c	
?Resize@?$ArrayBase@U?$ArrayData@EU?$AllocatorLH_POD@E$01@Scaleform@@UArrayDefaultPolicy@2@@Scaleform@@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	66	f	2d046788bd2c	
?Resize@?$ArrayBase@U?$ArrayData@UCharToRec@Button@GFx@Scaleform@@U?$AllocatorLH@UCharToRec@Button@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	56	f	2d046788bd2c	
?Resize@?$ArrayBase@U?$ArrayData@UFillStyleType@Render@Scaleform@@U?$AllocatorGH@UFillStyleType@Render@Scaleform@@$0BAD@@3@UArrayDefaultPolicy@3@@Scaleform@@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	55	f	2d046788bd2c	
?Resize@?$ArrayBase@U?$ArrayData@V?$SPtr@UASStringNode@GFx@Scaleform@@@AS3@GFx@Scaleform@@U?$AllocatorLH@V?$SPtr@UASStringNode@GFx@Scaleform@@@AS3@GFx@Scaleform@@$0BFE@@4@UArrayDefaultPolicy@4@@Scaleform@@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	56	f	2d046788bd2c	
?Resize@?$ArrayBase@U?$ArrayData@V?$SPtr@VNamespaceSet@AS3@GFx@Scaleform@@@AS3@GFx@Scaleform@@U?$AllocatorLH@V?$SPtr@VNamespaceSet@AS3@GFx@Scaleform@@@AS3@GFx@Scaleform@@$0BFE@@4@UArrayDefaultPolicy@4@@Scaleform@@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	56	f	2d046788bd2c	
?Resize@?$ArrayBase@U?$ArrayData@V?$SPtr@VXML@fl@Instances@AS3@GFx@Scaleform@@@AS3@GFx@Scaleform@@U?$AllocatorLH@V?$SPtr@VXML@fl@Instances@AS3@GFx@Scaleform@@@AS3@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	56	f	2d046788bd2c	
?Resize@?$ArrayBase@U?$ArrayData@V?$WeakPtr@VInteractiveObject@GFx@Scaleform@@@Scaleform@@U?$AllocatorLH@V?$WeakPtr@VInteractiveObject@GFx@Scaleform@@@Scaleform@@$01@2@UArrayDefaultPolicy@2@@Scaleform@@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	56	f	2d046788bd2c	
?Resize@?$ArrayBase@U?$ArrayData@VValue@AS2@GFx@Scaleform@@U?$AllocatorGH@VValue@AS2@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	55	f	2d046788bd2c	
?Resize@?$ArrayBase@U?$ArrayDataDH@KU?$AllocatorDH@K$01@Scaleform@@UArrayDefaultPolicy@2@@Scaleform@@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	73	f	2d046788bd2c	
?Resize@?$ArrayBase@U?$ArrayDataDH@NU?$AllocatorDH@N$01@Scaleform@@UArrayDefaultPolicy@2@@Scaleform@@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	73	f	2d046788bd2c	
?Resize@?$ArrayBase@U?$ArrayDataDH@V?$Ptr@UASStringNode@GFx@Scaleform@@@Scaleform@@U?$AllocatorDH@V?$Ptr@UASStringNode@GFx@Scaleform@@@Scaleform@@$01@2@UArrayDefaultPolicy@2@@Scaleform@@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	59	f	2d046788bd2c	
?Resize@?$ArrayBase@U?$ArrayDataDH@V?$Ptr@VInteractiveObject@GFx@Scaleform@@@Scaleform@@U?$AllocatorDH@V?$Ptr@VInteractiveObject@GFx@Scaleform@@@Scaleform@@$0BEH@@2@UArrayDefaultPolicy@2@@Scaleform@@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	59	f	2d046788bd2c	
?Resize@?$ArrayData@U?$CSSToken@_W@Text@GFx@Scaleform@@U?$AllocatorGH@U?$CSSToken@_W@Text@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	82	f	e06cd529b9ad	
?Resize@?$ArrayData@UDepthToIndexMapElem@DisplayList@GFx@Scaleform@@U?$AllocatorLH@UDepthToIndexMapElem@DisplayList@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	91	f	e06cd529b9ad	
?Resize@?$ArrayData@UFrame@TimelineDef@GFx@Scaleform@@U?$AllocatorLH@UFrame@TimelineDef@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	90	f	e06cd529b9ad	
?Resize@?$ArrayData@UFrame@TimelineDef@GFx@Scaleform@@U?$AllocatorLH@UFrame@TimelineDef@GFx@Scaleform@@$0BAJ@@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	90	f	e06cd529b9ad	
?Resize@?$ArrayData@UHighlightDesc@Text@Render@Scaleform@@U?$AllocatorLH@UHighlightDesc@Text@Render@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	82	f	e06cd529b9ad	
?Resize@?$ArrayData@UKeyMapEntry@TextKeyMap@GFx@Scaleform@@U?$AllocatorGH@UKeyMapEntry@TextKeyMap@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	91	f	e06cd529b9ad	
?Resize@?$ArrayData@UListener@EventDispatcher@fl_events@Instances@AS3@GFx@Scaleform@@U?$AllocatorLH@UListener@EventDispatcher@fl_events@Instances@AS3@GFx@Scaleform@@$01@7@UArrayDefaultPolicy@7@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	63	f	e06cd529b9ad	
?Resize@?$ArrayData@UMeshEntry@Primitive@Render@Scaleform@@U?$AllocatorLH@UMeshEntry@Primitive@Render@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	61	f	e06cd529b9ad	
?Resize@?$ArrayData@URenderTargetEntry@HAL@Render@Scaleform@@U?$AllocatorLH@URenderTargetEntry@HAL@Render@Scaleform@@$01@4@U?$ArrayConstPolicy@$0A@$07$00@4@@Scaleform@@QAEXI@Z	scaleform/src/kernel/sf_array.h	scaleform	done	MATCH	100	100	100	0	49	f	e06cd529b9ad	
?Resize@?$ArrayData@UStrokeStyleType@Render@Scaleform@@U?$AllocatorGH@UStrokeStyleType@Render@Scaleform@@$0BAD@@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	72	f	e06cd529b9ad	
?Resize@?$ArrayData@UTryDescr@Environment@AS2@GFx@Scaleform@@U?$AllocatorLH@UTryDescr@Environment@AS2@GFx@Scaleform@@$01@5@UArrayDefaultPolicy@5@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	91	f	e06cd529b9ad	
?Resize@?$ArrayData@V?$ArrayLH_POD@I$0BFC@UArrayDefaultPolicy@Scaleform@@@Scaleform@@U?$AllocatorLH@V?$ArrayLH_POD@I$0BFC@UArrayDefaultPolicy@Scaleform@@@Scaleform@@$0BFE@@2@UArrayDefaultPolicy@2@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	63	f	e06cd529b9ad	
?Resize@?$ArrayData@V?$Matrix2x4@M@Render@Scaleform@@U?$AllocatorLH@V?$Matrix2x4@M@Render@Scaleform@@$01@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	79	f	e06cd529b9ad	
?Resize@?$ArrayData@V?$Matrix3x4@M@Render@Scaleform@@U?$AllocatorLH@V?$Matrix3x4@M@Render@Scaleform@@$01@3@U?$ArrayConstPolicy@$0A@$07$00@3@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	82	f	e06cd529b9ad	
?Resize@?$ArrayData@V?$Matrix4x4@M@Render@Scaleform@@U?$AllocatorLH@V?$Matrix4x4@M@Render@Scaleform@@$01@3@U?$ArrayConstPolicy@$0A@$07$00@3@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	79	f	e06cd529b9ad	
?Resize@?$ArrayData@V?$RangeData@PAX@Scaleform@@U?$AllocatorLH@V?$RangeData@PAX@Scaleform@@$01@2@UArrayDefaultPolicy@2@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	93	f	e06cd529b9ad	
?Resize@?$ArrayData@V?$RangeData@V?$Ptr@VTextFormat@Text@Render@Scaleform@@@Scaleform@@@Scaleform@@U?$AllocatorLH@V?$RangeData@V?$Ptr@VTextFormat@Text@Render@Scaleform@@@Scaleform@@@Scaleform@@$01@2@UArrayDefaultPolicy@2@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	63	f	e06cd529b9ad	
?Resize@?$ArrayData@VGlyphEntry@StaticTextRecord@GFx@Scaleform@@U?$AllocatorLH@VGlyphEntry@StaticTextRecord@GFx@Scaleform@@$0BAC@@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	96	f	e06cd529b9ad	
?Resize@?$ArrayData@VHandlerStruct@Waitable@Scaleform@@U?$AllocatorGH@VHandlerStruct@Waitable@Scaleform@@$01@3@U?$ArrayConstPolicy@$0A@$0BA@$00@3@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	90	f	e06cd529b9ad	
?Resize@?$ArrayData@VNamespaceInfo@Abc@AS3@GFx@Scaleform@@U?$AllocatorLH@VNamespaceInfo@Abc@AS3@GFx@Scaleform@@$0BFD@@5@UArrayDefaultPolicy@5@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	82	f	e06cd529b9ad	
?Resize@?$ArrayData@VStringView@Abc@AS3@GFx@Scaleform@@U?$AllocatorLH@VStringView@Abc@AS3@GFx@Scaleform@@$0BFD@@5@UArrayDefaultPolicy@5@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	89	f	e06cd529b9ad	
?Resize@?$ArrayDataCC@VASString@GFx@Scaleform@@U?$AllocatorLH@VASString@GFx@Scaleform@@$0BED@@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	62	f	970f5aa56303	
?Resize@?$ArrayDataDH@U?$SGMLStackElemDesc@_W@Text@Render@Scaleform@@U?$AllocatorDH@U?$SGMLStackElemDesc@_W@Text@Render@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	64	f	6650f27819fe	
?Resize@?$ArrayDataDH@VValue@AS3@GFx@Scaleform@@U?$AllocatorDH@VValue@AS3@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	62	f	6650f27819fe	
?Resize@?$ArrayPagedBase@PAV?$RefCountBaseGC@$0BED@@AS2@GFx@Scaleform@@$09$04U?$AllocatorPagedLH_POD@PAV?$RefCountBaseGC@$0BED@@AS2@GFx@Scaleform@@$01@4@@Scaleform@@QAEXI@Z	src/kernel/sf_arraypaged.h	gfx	done	MATCH	100	100	100	0	66	f	7238bf5d4289	
?Resize@?$ArrayUnsafe@PAUCell@Rasterizer@Render@Scaleform@@@Render@Scaleform@@QAEXI@Z	src/render/render_containers.h	gfx	done	MATCH	100	100	100	0	86	f	06d5f38d4010	
?Resize@?$ArrayUnsafe@USortedY@Rasterizer@Render@Scaleform@@@Render@Scaleform@@QAEXI@Z	src/render/render_containers.h	gfx	done	MATCH	100	100	100	0	88	f	06d5f38d4010	
?Resize@?$VectorBase@K@AS3@GFx@Scaleform@@QAE?AVCheckResult@234@I@Z	src/gfx/as3/obj/vec/as3_obj_vec_vectorbase.h	gfx	done	MATCH	100	100	100	0	89	f	4846ddd8aca1	
?Resize@?$VectorBase@N@AS3@GFx@Scaleform@@QAE?AVCheckResult@234@I@Z	src/gfx/as3/obj/vec/as3_obj_vec_vectorbase.h	gfx	done	MATCH	100	100	100	0	141		4846ddd8aca1	
?Resize@?$VectorBase@V?$Ptr@UASStringNode@GFx@Scaleform@@@Scaleform@@@AS3@GFx@Scaleform@@QAE?AVCheckResult@234@I@Z	src/gfx/as3/obj/vec/as3_obj_vec_vectorbase.h	gfx	done	MATCH	100	100	100	0	160	f	4846ddd8aca1	
?Resize@?$VectorBase@VValue@AS3@GFx@Scaleform@@@AS3@GFx@Scaleform@@QAE?AVCheckResult@234@I@Z	src/gfx/as3/obj/vec/as3_obj_vec_vectorbase.h	gfx	done	MATCH	100	100	100	0	221	f	4846ddd8aca1	
?Resize@ArrayObject@AS2@GFx@Scaleform@@QAEXH@Z	src/gfx/as2/as2_arrayobject.cpp	gfx	done	MATCH	100	100	100	0	150	f	706780ddc0ea	
?Resize@ByteArray@fl_utils@Instances@AS3@GFx@Scaleform@@IAEXK@Z	src/gfx/as3/obj/utils/as3_obj_utils_bytearray.cpp	gfx	done	MATCH	100	100	100	0	99	f	911c8f48bd0a	
?Resize@SparseArray@Impl@AS3@GFx@Scaleform@@QAEXI@Z	src/gfx/as3/obj/as3_obj_array.cpp	gfx	done	MATCH	100	100	100	0	91	f	e100def0e3f0	
?Resize@StringBuffer@Scaleform@@QAEXI@Z	src/kernel/sf_string.cpp	gfx	done	MATCH	100	100	100	0	89	f	7264b632cf03	
?Resize@WStringBuffer@Scaleform@@QAE_NI@Z	src/kernel/sf_wstring.cpp	gfx	done	MATCH	100	100	100	0	143	f	75006eab5799	
?ResizeImageBilinear@Render@Scaleform@@YGXPAEHHHPBEHHHW4ResizeImageType@12@@Z	src/render/render_resizeimage.cpp	gfx	done	MATCH	100	100	100	0	196	f	b9075e67a332	
?ResizeNoConstruct@?$ArrayDataBase@EU?$AllocatorLH@E$0BEH@@Scaleform@@U?$ArrayConstPolicy@$0A@$03$00@2@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	76	f	e2fcb4074f6d	
?ResizeNoConstruct@?$ArrayDataBase@PAUTextureFormat@Render@Scaleform@@U?$AllocatorLH@PAUTextureFormat@Render@Scaleform@@$01@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	scaleform/src/kernel/sf_array.h	scaleform	done	MATCH	100	100	100	0	76	f	e2fcb4074f6d	
?ResizeNoConstruct@?$ArrayDataBase@U?$Pair@VASString@GFx@Scaleform@@K@Scaleform@@U?$AllocatorDH@U?$Pair@VASString@GFx@Scaleform@@K@Scaleform@@$01@2@UArrayDefaultPolicy@2@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	95	f	e2fcb4074f6d	
?ResizeNoConstruct@?$ArrayDataBase@U?$SGMLStackElemDesc@_W@Text@Render@Scaleform@@U?$AllocatorDH@U?$SGMLStackElemDesc@_W@Text@Render@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	97	f	e2fcb4074f6d	
?ResizeNoConstruct@?$ArrayDataBase@U?$Triple@VASString@GFx@Scaleform@@PBVValue@AS3@23@K@Impl@AS3@GFx@Scaleform@@U?$AllocatorDH@U?$Triple@VASString@GFx@Scaleform@@PBVValue@AS3@23@K@Impl@AS3@GFx@Scaleform@@$01@5@UArrayDefaultPolicy@5@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	96	f	e2fcb4074f6d	
?ResizeNoConstruct@?$ArrayDataBase@UCharToRec@Button@GFx@Scaleform@@U?$AllocatorLH@UCharToRec@Button@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	95	f	e2fcb4074f6d	
?ResizeNoConstruct@?$ArrayDataBase@UDescr@FrameScript@MovieClip@fl_display@Instances@AS3@GFx@Scaleform@@U?$AllocatorGH_CPP@UDescr@FrameScript@MovieClip@fl_display@Instances@AS3@GFx@Scaleform@@$01@8@UArrayDefaultPolicy@8@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	96	f	e2fcb4074f6d	
?ResizeNoConstruct@?$ArrayDataBase@UElement@ImageSubstitutor@DocView@Text@Render@Scaleform@@U?$AllocatorLH@UElement@ImageSubstitutor@DocView@Text@Render@Scaleform@@$01@6@UArrayDefaultPolicy@6@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	98	f	e2fcb4074f6d	
?ResizeNoConstruct@?$ArrayDataBase@UFillRecord@ComplexMesh@Render@Scaleform@@U?$AllocatorLH@UFillRecord@ComplexMesh@Render@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	96	f	e2fcb4074f6d	
?ResizeNoConstruct@?$ArrayDataBase@UFillStyleType@Render@Scaleform@@U?$AllocatorGH@UFillStyleType@Render@Scaleform@@$01@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	117	f	e2fcb4074f6d	
?ResizeNoConstruct@?$ArrayDataBase@UFillStyleType@Render@Scaleform@@U?$AllocatorGH@UFillStyleType@Render@Scaleform@@$0BAD@@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	117	f	e2fcb4074f6d	
?ResizeNoConstruct@?$ArrayDataBase@UFillStyleType@Render@Scaleform@@U?$AllocatorLH@UFillStyleType@Render@Scaleform@@$01@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	117	f	e2fcb4074f6d	
?ResizeNoConstruct@?$ArrayDataBase@UFilterStackEntry@HAL@Render@Scaleform@@U?$AllocatorLH@UFilterStackEntry@HAL@Render@Scaleform@@$01@4@U?$ArrayConstPolicy@$0A@$07$00@4@@Scaleform@@QAEXPBXI@Z	scaleform/src/kernel/sf_array.h	scaleform	done	MATCH	100	100	100	1	95	f	e2fcb4074f6d	auto: at 100% ceiling, demoted from queue
?ResizeNoConstruct@?$ArrayDataBase@UFontDesc@MovieImpl@GFx@Scaleform@@U?$AllocatorLH@UFontDesc@MovieImpl@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	95	f	e2fcb4074f6d	
?ResizeNoConstruct@?$ArrayDataBase@UFrameLabelInfo@MovieDataDef@GFx@Scaleform@@U?$AllocatorDH@UFrameLabelInfo@MovieDataDef@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	96	f	e2fcb4074f6d	
?ResizeNoConstruct@?$ArrayDataBase@UHTMLImageTagInfo@StyledText@Text@Render@Scaleform@@U?$AllocatorDH@UHTMLImageTagInfo@StyledText@Text@Render@Scaleform@@$01@5@UArrayDefaultPolicy@5@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	97	f	e2fcb4074f6d	
?ResizeNoConstruct@?$ArrayDataBase@UIndirectTransPair@MovieImpl@GFx@Scaleform@@U?$AllocatorLH@UIndirectTransPair@MovieImpl@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	97	f	e2fcb4074f6d	
