rva	name	size	type	comment
0x83a0bc	?local_it@?1??DHparams_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL dh_asn1.obj function-local ASN1 item; exact COFF local and next-symbol boundary
0x84e620	?digits@?2??png_format_number@@9@9	0x11	char const[17]	libpng 1.5.13 png_format_number local hexadecimal digit string; exact SDK source and COFF local
0x84e634	?valid_parameters@?3??png_formatted_warning@@9@9	0xa	char const[10]	libpng 1.5.13 png_formatted_warning local parameter digit string; exact SDK source and COFF local
0x84e640	_png_digit	0x10	char const[16]	libpng 1.5.13 pngerror.c file-static chunk-name hexadecimal digit table; exact SDK source and COFF symbol
0x84f2b8	?row_mask@?4??png_combine_row@@9@9	0x90	png_uint_32 const[2][3][6]	libpng 1.5.13 png_combine_row local compile-time row masks; exact SDK source and COFF local
0x84f348	?display_mask@?4??png_combine_row@@9@9	0x48	png_uint_32 const[2][3][3]	libpng 1.5.13 png_combine_row local compile-time display masks; exact SDK source and COFF local
0x84f390	?png_pass_inc@?1??png_do_read_interlace@@9@9	0x1c	int const[7]	libpng 1.5.13 png_do_read_interlace local pass increment table; exact SDK source and COFF local
0x84f3ac	?png_pass_start@?1??png_read_finish_row@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_read_finish_row local pass-start table; exact SDK source and COFF local
0x84f3b4	?png_pass_inc@?1??png_read_finish_row@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_read_finish_row local pass-increment table; exact SDK source and COFF local
0x84f3bc	?png_pass_ystart@?1??png_read_finish_row@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_read_finish_row local vertical-start table; exact SDK source and COFF local
0x84f3c4	?png_pass_yinc@?1??png_read_finish_row@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_read_finish_row local vertical-increment table; exact SDK source and COFF local
0x84f3cc	?png_pass_start@?1??png_read_start_row@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_read_start_row local pass-start table; exact SDK source and COFF local
0x84f3d4	?png_pass_inc@?1??png_read_start_row@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_read_start_row local pass-increment table; exact SDK source and COFF local
0x84f3dc	?png_pass_ystart@?1??png_read_start_row@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_read_start_row local vertical-start table; exact SDK source and COFF local
0x84f3e4	?png_pass_yinc@?1??png_read_start_row@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_read_start_row local vertical-increment table; exact SDK source and COFF local
0x8505a0	_onebppswaptable	0x100	png_byte const[256]	libpng 1.5.13 pngtrans.c file-static one-bit pixel reversal table; exact SDK source and COFF symbol
0x8506a0	_twobppswaptable	0x100	png_byte const[256]	libpng 1.5.13 pngtrans.c file-static two-bit pixel reversal table; exact SDK source and COFF symbol
0x8507a0	_fourbppswaptable	0x100	png_byte const[256]	libpng 1.5.13 pngtrans.c file-static four-bit pixel reversal table; exact SDK source and COFF symbol
0x8508a0	?png_pass_start@?1??png_write_finish_row@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_write_finish_row local pass-start table; exact SDK source and COFF local
0x8508a8	?png_pass_inc@?1??png_write_finish_row@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_write_finish_row local pass-increment table; exact SDK source and COFF local
0x8508b0	?png_pass_ystart@?1??png_write_finish_row@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_write_finish_row local vertical-start table; exact SDK source and COFF local
0x8508b8	?png_pass_yinc@?1??png_write_finish_row@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_write_finish_row local vertical-increment table; exact SDK source and COFF local
0x8508c0	?png_pass_start@?1??png_write_start_row@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_write_start_row local pass-start table; exact SDK source and COFF local
0x8508c8	?png_pass_inc@?1??png_write_start_row@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_write_start_row local pass-increment table; exact SDK source and COFF local
0x8508d0	?png_pass_ystart@?1??png_write_start_row@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_write_start_row local vertical-start table; exact SDK source and COFF local
0x8508d8	?png_pass_yinc@?1??png_write_start_row@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_write_start_row local vertical-increment table; exact SDK source and COFF local
0x8508e0	?png_pass_start@?1??png_do_write_interlace@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_do_write_interlace local pass-start table; exact SDK source and COFF local
0x8508e8	?png_pass_inc@?1??png_do_write_interlace@@9@9	0x7	png_byte const[7]	libpng 1.5.13 png_do_write_interlace local pass-increment table; exact SDK source and COFF local
0x852600	_first_pool_slop	0x8	size_t const[2]	libjpeg 8d jmemmgr.c first-pool slop sizes; exact SDK source and COFF symbol
0x852608	_extra_pool_slop	0x8	size_t const[2]	libjpeg 8d jmemmgr.c later-pool slop sizes; exact SDK source and COFF symbol
0x852620	_jpeg_zigzag_order	0x100	int const[8][8]	libjpeg 8d jdhuff.c file-static 8x8 zigzag order; exact SDK source and allocation boundary
0x852720	_jpeg_zigzag_order7	0xc4	int const[7][7]	libjpeg 8d jdhuff.c file-static 7x7 zigzag order; exact SDK source and allocation boundary
0x8527e4	_jpeg_zigzag_order6	0x90	int const[6][6]	libjpeg 8d jdhuff.c file-static 6x6 zigzag order; exact SDK source and allocation boundary
0x852874	_jpeg_zigzag_order5	0x64	int const[5][5]	libjpeg 8d jdhuff.c file-static 5x5 zigzag order; exact SDK source and allocation boundary
0x8528d8	_jpeg_zigzag_order4	0x40	int const[4][4]	libjpeg 8d jdhuff.c file-static 4x4 zigzag order; exact SDK source and allocation boundary
0x852918	_jpeg_zigzag_order3	0x24	int const[3][3]	libjpeg 8d jdhuff.c file-static 3x3 zigzag order; exact SDK source and allocation boundary
0x85294c	_bmask	0x40	int const[16]	libjpeg 8d jdhuff.c file-static low-bit masks; exact SDK source and COFF symbol
0x852e88	?aanscales@?8??start_pass@@9@9	0x80	INT16 const[64]	libjpeg 8d jddctmgr.c start_pass integer AA&N scale table; exact SDK source and COFF local
0x852f08	?aanscalefactor@?L@??start_pass@@9@9	0x40	double const[8]	libjpeg 8d jddctmgr.c start_pass floating AA&N scale factors; exact SDK source and COFF local
0x852f48	_base_dither_matrix	0x100	UINT8 const[16][16]	libjpeg 8d jquant1.c file-static ordered-dither base matrix; exact SDK source and COFF symbol
0x853048	?RGB_order@?1??select_ncolors@@9@9	0xc	int const[3]	libjpeg 8d jquant1.c select_ncolors local RGB component order; exact SDK source and COFF local
0x8559e8	?functionTypes@?1??EventId_GetFunctionNameBuiltinType@AS2@GFx@Scaleform@@YA?AW4ASBuiltinType@234@ABVEventId@34@@Z@4QBW45234@B	0x8c	Scaleform::GFx::AS2::ASBuiltinType const[35]	Scaleform AS2 event-to-builtin dispatch table; exact SDK source, COFF local, and next-symbol boundary
0x8780c0	_verbnames	0x2b	char const[43]	PCRE pcre_compile.c packed special-verb names; exact SDK source and COFF symbol
0x8780f0	_verbs	0x6c	verbitem const[9]	PCRE pcre_compile.c special-verb descriptors; exact SDK source and COFF symbol
0x87815c	_verbcount	0x4	int const	PCRE pcre_compile.c special-verb descriptor count; exact SDK source and COFF symbol
0x878160	_posix_names	0x54	char const[84]	PCRE pcre_compile.c packed POSIX class names; exact SDK source and boundary at posix_name_lengths
0x8781b4	_posix_name_lengths	0xf	uschar const[15]	PCRE pcre_compile.c packed POSIX class-name lengths; exact SDK source and COFF symbol
0x8781c8	_posix_class_maps	0xa8	int const[14][3]	PCRE pcre_compile.c POSIX class opcode maps; exact SDK source and COFF symbol
0x878270	_error_texts	0xac0	char const[2752]	PCRE pcre_compile.c packed compile-error strings; exact SDK source and COFF boundary at _digitab
0x878d30	_digitab	0x100	unsigned char const[256]	PCRE pcre_compile.c compile-time character table; exact SDK source and COFF symbol
0x878ecc	_rep_min	0x6	char const[6]	PCRE pcre_exec.c repeat-opcode minimum-count table; exact SDK source and COFF symbol
0x878ed4	_rep_max	0x6	char const[6]	PCRE pcre_exec.c repeat-opcode maximum-count table; exact SDK source and COFF symbol
0x87a138	_implicitContext	0x29	XML_Char const[41]	Expat xmlparse.c implicit namespace context string; exact SDK source and COFF symbol
0x87a20c	?xmlLen@?1??addBinding@@9@9	0x4	int const	Expat addBinding function-local length of the reserved xml prefix
0x87a258	?xmlNamespace@?1??addBinding@@9@9	0x25	XML_Char const[37]	Expat addBinding function-local XML namespace URI
0x87a280	?xmlnsNamespace@?1??addBinding@@9@9	0x1e	XML_Char const[30]	Expat addBinding function-local xmlns namespace URI
0x87a2a0	?xmlnsLen@?1??addBinding@@9@9	0x4	int const	Expat addBinding function-local length of the xmlns namespace URI
0x87a2a4	?externalSubsetName@?1??doProlog@@9@9	0x2	XML_Char const[2]	Expat doProlog function-local external-subset sentinel
0x87a2a8	?atypeCDATA@?1??doProlog@@9@9	0x6	XML_Char const[6]	Expat doProlog function-local CDATA attribute-type name
0x87a2b0	?atypeID@?1??doProlog@@9@9	0x3	XML_Char const[3]	Expat doProlog function-local ID attribute-type name
0x87a2b4	?atypeIDREF@?1??doProlog@@9@9	0x6	XML_Char const[6]	Expat doProlog function-local IDREF attribute-type name
0x87a2bc	?atypeIDREFS@?1??doProlog@@9@9	0x7	XML_Char const[7]	Expat doProlog function-local IDREFS attribute-type name
0x87a2c4	?atypeENTITY@?1??doProlog@@9@9	0x7	XML_Char const[7]	Expat doProlog function-local ENTITY attribute-type name
0x87a2cc	?atypeENTITIES@?1??doProlog@@9@9	0x9	XML_Char const[9]	Expat doProlog function-local ENTITIES attribute-type name
0x87a2d8	?atypeNMTOKEN@?1??doProlog@@9@9	0x8	XML_Char const[8]	Expat doProlog function-local NMTOKEN attribute-type name
0x87a2e0	?atypeNMTOKENS@?1??doProlog@@9@9	0x9	XML_Char const[9]	Expat doProlog function-local NMTOKENS attribute-type name
0x87a2ec	?notationPrefix@?1??doProlog@@9@9	0xa	XML_Char const[10]	Expat doProlog function-local NOTATION attribute-type prefix
0x87a2f8	?enumValueSep@?1??doProlog@@9@9	0x2	XML_Char const[2]	Expat doProlog function-local enumeration separator
0x87a2fc	?enumValueStart@?1??doProlog@@9@9	0x2	XML_Char const[2]	Expat doProlog function-local enumeration opener
0x87a300	_namingBitmap	0x500	unsigned int const[320]	Expat nametab.h Unicode XML-name bitmap; exact SDK source and COFF symbol
0x87a800	_nmstrtPages	0x100	unsigned char const[256]	Expat nametab.h Unicode name-start page map; exact SDK source and COFF symbol
0x87a900	_namePages	0x100	unsigned char const[256]	Expat nametab.h Unicode name-character page map; exact SDK source and COFF symbol
0x87aa00	?CDATA_LSQB@?1??normal_scanCdataSection@@9@9	0x6	char const[6]	Expat normal_scanCdataSection function-local CDATA delimiter suffix
0x87aa08	_utf8_encoding_ns	0x170	struct normal_encoding const	Expat xmltok.c namespace-aware UTF-8 encoding descriptor; exact SDK source and COFF symbol
0x87ab78	_utf8_encoding	0x170	struct normal_encoding const	Expat xmltok.c UTF-8 encoding descriptor; exact SDK source and COFF symbol
0x87ace8	_internal_utf8_encoding_ns	0x170	struct normal_encoding const	Expat xmltok.c namespace-aware internal UTF-8 encoding descriptor; exact SDK source and COFF symbol
0x87ae58	_internal_utf8_encoding	0x170	struct normal_encoding const	Expat xmltok.c internal UTF-8 encoding descriptor; exact SDK source and COFF symbol
0x87afc8	_latin1_encoding_ns	0x170	struct normal_encoding const	Expat xmltok.c namespace-aware Latin-1 encoding descriptor; exact SDK source and COFF symbol
0x87b138	_latin1_encoding	0x170	struct normal_encoding const	Expat xmltok.c Latin-1 encoding descriptor; exact SDK source and COFF symbol
0x87b2a8	_ascii_encoding_ns	0x170	struct normal_encoding const	Expat xmltok.c namespace-aware ASCII encoding descriptor; exact SDK source and COFF symbol
0x87b418	_ascii_encoding	0x170	struct normal_encoding const	Expat xmltok.c ASCII encoding descriptor; exact SDK source and COFF symbol
0x87b588	?CDATA_LSQB@?1??little2_scanCdataSection@@9@9	0x6	char const[6]	Expat little2_scanCdataSection function-local CDATA delimiter suffix
0x87b590	_little2_encoding_ns	0x170	struct normal_encoding const	Expat xmltok.c namespace-aware little-endian UTF-16 descriptor; exact SDK source and COFF symbol
0x87b700	_little2_encoding	0x170	struct normal_encoding const	Expat xmltok.c little-endian UTF-16 descriptor; exact SDK source and COFF symbol
0x87bb50	?CDATA_LSQB@?1??big2_scanCdataSection@@9@9	0x6	char const[6]	Expat big2_scanCdataSection function-local CDATA delimiter suffix
0x87bb58	_big2_encoding_ns	0x170	struct normal_encoding const	Expat xmltok.c namespace-aware big-endian UTF-16 descriptor; exact SDK source and COFF symbol
0x87bcc8	_big2_encoding	0x170	struct normal_encoding const	Expat xmltok.c big-endian UTF-16 descriptor; exact SDK source and COFF symbol
0x87be38	_KW_version	0x8	char const[8]	Expat xmltok.c XML-declaration version keyword
